"From Date","To Date","PM2.5","PM10","NO","NO2","NOx","NH3","SO2","CO","Ozone","WS","Temp"
"20-02-2024 16:00","21-02-2024 00:00","153.74","414.59","128.62","126.53","171.88","53.4","31.03","3.39","26.93","0.56","None"
"20-02-2024 08:00","20-02-2024 16:00","114","218.9","6.82","57.75","36.26","50.8","24.97","2.29","21.27","1.19","None"
"20-02-2024 00:00","20-02-2024 08:00","96.43","161.52","12.08","64.77","43.6","28.8","19.44","2.21","19.88","0.55","None"
"20-01-2024 16:00","21-01-2024 00:00","278.68","509.77","131.41","128.23","175.04","30.88","21.33","2.4","20.04","0.31","None"
"20-01-2024 08:00","20-01-2024 16:00","182.31","299.84","12.75","61.12","42.87","28.09","12.84","0.61","16.85","0.67","None"
"20-01-2024 00:00","20-01-2024 08:00","138.22","196.69","12.43","43.37","33.18","27.17","13.63","0.21","14.98","0.46","None"
"19-11-2024 16:00","20-11-2024 00:00","317.65","569.71","12.26","136.36","74.2","52.3","14.13","3.82","6.53","0.36","None"
"19-11-2024 08:00","19-11-2024 16:00","291.71","449.5","10.44","103.47","57.35","52.73","12.07","2.42","19.73","0.92","None"
"19-11-2024 00:00","19-11-2024 08:00","682.7","812.83","14","96.45","57.14","54.82","19.13","4.31","5.3","0.37","None"
"19-10-2024 16:00","20-10-2024 00:00","173.81","678.07","224.66","92.82","231.96","58.25","15.21","2.65","19.04","0.47","None"
"19-10-2024 08:00","19-10-2024 16:00","181.94","531.07","64.62","98.19","104.81","68.45","23.89","2.22","31.91","1.09","None"
"19-10-2024 00:00","19-10-2024 08:00","262","845.67","317.1","78.12","309.85","72.3","20.12","3.86","28.5","0.34","None"
"19-09-2024 16:00","20-09-2024 00:00","77.36","153.13","51.83","54.27","71.01","28.37","7.77","2.19","46.94","1.01","None"
"19-09-2024 08:00","19-09-2024 16:00","56","93.71","24.84","49.63","46.6","22.38","7.67","1.78","47.86","2.04","None"
"19-09-2024 00:00","19-09-2024 08:00","21.05","31.29","26.65","70.41","63.71","14.86","7.46","1.5","51","2.05","None"
"19-08-2024 16:00","20-08-2024 00:00","42.32","157.7","94.8","108.51","128.12","50.96","None","1.08","91.95","0.3","None"
"19-08-2024 08:00","19-08-2024 16:00","39.05","126","48.87","55.75","68.12","33.27","4.54","0.81","94.15","0.3","None"
"19-08-2024 00:00","19-08-2024 08:00","54.35","147.75","144.85","42.37","160.75","16.41","6.62","1.77","92.51","0.3","None"
"19-07-2024 16:00","20-07-2024 00:00","82.75","157.75","2.24","10.49","7.4","13.39","17.52","0.9","84.01","0.3","None"
"19-07-2024 08:00","19-07-2024 16:00","91.84","191.94","8.81","33.71","25.09","34.69","17.54","0.91","74.29","0.3","None"
"19-07-2024 00:00","19-07-2024 08:00","90.5","252.12","69.95","56.81","85.34","53.09","19.29","1.67","50.39","0.3","None"
"19-06-2024 16:00","20-06-2024 00:00","67.16","449.12","27.11","54.91","51.25","21.6","14.03","0.86","86.51","0.3","None"
"19-06-2024 08:00","19-06-2024 16:00","68.25","466.14","22.22","41.85","40.33","12.93","13.58","0.67","87.57","0.3","None"
"19-06-2024 00:00","19-06-2024 08:00","87.06","421.19","195.24","76.67","199.58","28.87","34.22","4.41","15.05","0.35","None"
"19-05-2024 16:00","20-05-2024 00:00","73.88","294","71.63","67.78","94.25","23.92","16.85","3.62","39.33","0.69","None"
"19-05-2024 08:00","19-05-2024 16:00","154.12","330.62","31.73","64.33","60","29.57","26.74","3.53","97.28","0.81","None"
"19-05-2024 00:00","19-05-2024 08:00","133.12","312.12","60.54","61.07","81.71","32.55","35.04","3.72","22.27","0.31","None"
"19-04-2024 16:00","20-04-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"19-04-2024 08:00","19-04-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"19-04-2024 00:00","19-04-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"19-03-2024 16:00","20-03-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"19-03-2024 08:00","19-03-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"19-03-2024 00:00","19-03-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"19-02-2024 16:00","20-02-2024 00:00","89.72","223.38","3.91","64.78","37.63","63.59","17.39","2","23.6","2.06","None"
"19-02-2024 08:00","19-02-2024 16:00","102.29","374.42","4.36","51.28","30.82","38.01","19.16","2.08","21.19","3.36","None"
"19-02-2024 00:00","19-02-2024 08:00","106.59","205.66","1.69","52.6","29.36","39.17","13.89","2.13","19.53","0.97","None"
"19-01-2024 16:00","20-01-2024 00:00","186.78","288.84","14.31","57.51","42.21","32.64","9.89","0.29","14.95","0.76","None"
"19-01-2024 08:00","19-01-2024 16:00","228.66","343.56","31.66","68.69","62.27","35.8","10.13","0.38","15.28","0.94","None"
"19-01-2024 00:00","19-01-2024 08:00","208.42","306.65","34.7","58.31","59.2","41.52","11.8","0.57","15.56","0.32","None"
"18-11-2024 16:00","19-11-2024 00:00","691.88","909.62","14.25","124.2","68.76","49.67","27.93","4.15","6.34","0.33","None"
"18-11-2024 08:00","18-11-2024 16:00","770.5","879.4","9.79","92.78","50.75","53.27","13.43","3.43","23.42","0.86","None"
"18-11-2024 00:00","18-11-2024 08:00","550.93","741.88","14.53","72.03","45.97","61.14","11.42","3.23","8.16","0.77","None"
"18-10-2024 16:00","19-10-2024 00:00","199.58","739.8","226.33","93.68","233.82","54.36","13.28","3.44","30.41","0.4","None"
"18-10-2024 08:00","18-10-2024 16:00","152.84","524.59","83.04","85.63","113.06","65.61","16.07","2.31","23.56","0.97","None"
"18-10-2024 00:00","18-10-2024 08:00","302.2","893","449.28","69.63","431.99","74.05","23.29","5.36","88.67","0.31","None"
"18-09-2024 16:00","19-09-2024 00:00","29.67","48.32","38.81","53.03","46.11","33.98","7.39","1.66","54.32","2.29","None"
"18-09-2024 08:00","18-09-2024 16:00","63.5","101.32","31.69","54.46","54.69","26.66","7.42","1.76","50.09","2.08","None"
"18-09-2024 00:00","18-09-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"18-08-2024 16:00","19-08-2024 00:00","47.89","185.48","147.16","75.77","159.13","11.83","2.48","1.8","91.63","0.3","None"
"18-08-2024 08:00","18-08-2024 16:00","47.75","227.12","63.44","79.62","102.38","13.67","4.94","0.64","91.56","0.3","None"
"18-08-2024 00:00","18-08-2024 08:00","61.71","207.25","76.21","178.08","166.99","51.04","6.6","0.7","91.09","0.3","None"
"18-07-2024 16:00","19-07-2024 00:00","56","174","71.95","71.81","94.8","60.59","19.41","1.72","49.06","0.3","None"
"18-07-2024 08:00","18-07-2024 16:00","55.5","118.88","17","42.76","36.55","33.73","17.89","1.06","48.57","0.3","None"
"18-07-2024 00:00","18-07-2024 08:00","60.75","158.38","21.93","34.05","35.94","35.36","17.91","1.07","47.83","0.3","None"
"18-06-2024 16:00","19-06-2024 00:00","70.28","357.61","130.65","107.48","163.45","29.99","16.31","4.86","9.43","0.4","None"
"18-06-2024 08:00","18-06-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"18-06-2024 00:00","18-06-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"18-05-2024 16:00","19-05-2024 00:00","127.29","359.43","110.96","96.59","141.58","30.04","21.08","4.42","29.23","0.3","None"
"18-05-2024 08:00","18-05-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"18-05-2024 00:00","18-05-2024 08:00","204.05","506.77","238.91","91.05","242.72","43.05","18.75","6.1","9.43","0.31","None"
"18-04-2024 16:00","19-04-2024 00:00","74","221","None","None","0","None","8","4.53","28.4","0.3","None"
"18-04-2024 08:00","18-04-2024 16:00","89.83","265.06","82.15","90.73","115.02","32.7","26.61","0.91","63.53","0.53","None"
"18-04-2024 00:00","18-04-2024 08:00","73.68","242.38","96.13","71.52","116.11","19.33","22.66","0.85","16.35","0.32","None"
"18-03-2024 16:00","19-03-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"18-03-2024 08:00","18-03-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"18-03-2024 00:00","18-03-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"18-02-2024 16:00","19-02-2024 00:00","94.06","235.75","7.81","91.31","54.92","45.57","2.91","2.35","19.43","0.44","None"
"18-02-2024 08:00","18-02-2024 16:00","159.91","353.65","35.95","97.72","77.3","70.52","17.32","2.74","20.81","1.15","None"
"18-02-2024 00:00","18-02-2024 08:00","266.56","710.53","460.4","284.71","475.05","46.69","27.13","7.85","18.49","0.3","None"
"18-01-2024 16:00","19-01-2024 00:00","220.38","369.34","57.63","79.88","89.35","40.19","30.05","0.75","15.28","0.35","None"
"18-01-2024 08:00","18-01-2024 16:00","224.22","355.34","32.18","82.31","69.92","35.43","16.07","0.23","16.72","0.72","None"
"18-01-2024 00:00","18-01-2024 08:00","153.38","202.19","19.12","45.28","39.63","42.32","None","0.41","16.2","0.46","None"
"17-11-2024 16:00","18-11-2024 00:00","573.62","736","79.22","93.96","114.49","64.98","0.1","3.4","9.72","0.77","None"
"17-11-2024 08:00","17-11-2024 16:00","362.13","553.97","85.85","113.55","130.27","65.83","5.35","2.97","21.81","0.88","None"
"17-11-2024 00:00","17-11-2024 08:00","488.25","752.38","204.69","97.68","218.39","60.27","9.95","4.25","6.2","0.43","None"
"17-10-2024 16:00","18-10-2024 00:00","225.62","691.25","243.68","87.78","288.46","51.15","20.52","3.96","31.19","0.35","None"
"17-10-2024 08:00","17-10-2024 16:00","101","502.88","21.87","90.96","66.16","60.43","33.74","1.92","42.37","1.04","None"
"17-10-2024 00:00","17-10-2024 08:00","320","863.75","230.23","92.13","236.17","60.32","26.96","3.76","None","0.54","None"
"17-09-2024 16:00","18-09-2024 00:00","107.96","248.83","83.84","64.49","102.45","37.6","7.41","0.99","47.77","1.13","None"
"17-09-2024 08:00","17-09-2024 16:00","162.75","446.75","36.08","47.69","54.69","24.87","7.45","0.63","None","1.03","None"
"17-09-2024 00:00","17-09-2024 08:00","150.62","415.88","161.89","56.55","161.68","25.12","7.53","1.63","None","0.33","None"
"17-08-2024 16:00","18-08-2024 00:00","50.26","283.29","72.53","74","96.07","20.03","6.31","0.98","91.12","0.3","None"
"17-08-2024 08:00","17-08-2024 16:00","63.57","241.62","23.37","65.23","57.06","15.72","6.2","1.09","85.91","0.3","None"
"17-08-2024 00:00","17-08-2024 08:00","57","185","49.61","148.94","198.56","73.41","5.35","1","78.52","0.3","None"
"17-07-2024 16:00","18-07-2024 00:00","45.43","172.5","19.64","47.8","41.41","28.36","18.19","1.19","46.66","0.3","None"
"17-07-2024 08:00","17-07-2024 16:00","43.5","130.75","25","33.96","38.41","48.41","14.79","None","46.61","0.3","None"
"17-07-2024 00:00","17-07-2024 08:00","58.86","128.14","7.74","22.65","17.6","38.73","15.15","0.23","48.33","0.3","None"
"17-06-2024 16:00","18-06-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"17-06-2024 08:00","17-06-2024 16:00","46","305","9.67","50.7","34.83","17.53","20","1.24","105.97","2.17","None"
"17-06-2024 00:00","17-06-2024 08:00","84.5","350.5","144","57.6","147.8","15","None","2.34","81.5","0.3","None"
"17-05-2024 16:00","18-05-2024 00:00","184.71","548.86","187.65","116.77","222.13","35.95","29.05","6.45","31.12","0.33","None"
"17-05-2024 08:00","17-05-2024 16:00","260.33","363.33","33.82","87.53","74.01","43.5","17.15","3.75","100.87","0.57","None"
"17-05-2024 00:00","17-05-2024 08:00","157.12","459.75","160.63","112.45","190.36","44.6","24.12","4.51","12.4","0.3","None"
"17-04-2024 16:00","18-04-2024 00:00","43.61","221.31","83.55","85.39","113.24","23.09","25.34","0.97","38.73","0.69","None"
"17-04-2024 08:00","17-04-2024 16:00","62.04","212.69","66.36","64.66","88.28","30.51","27.15","0.71","66.04","1.42","None"
"17-04-2024 00:00","17-04-2024 08:00","52","142.09","25.82","39.46","41.27","24.64","20.42","0.69","44.61","0.42","None"
"17-03-2024 16:00","18-03-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"17-03-2024 08:00","17-03-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"17-03-2024 00:00","17-03-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"17-02-2024 16:00","18-02-2024 00:00","133.43","470.41","195.99","234.66","199.67","26.25","18.49","4.81","19.01","0.32","None"
"17-02-2024 08:00","17-02-2024 16:00","115.91","330","46.85","97.78","90.16","32.25","17.78","2.23","19.34","0.51","None"
"17-02-2024 00:00","17-02-2024 08:00","178.21","416.46","226.56","148.07","262.95","44.27","16.75","3.5","20.08","0.3","None"
"17-01-2024 16:00","18-01-2024 00:00","264.72","425.03","56.89","92.87","95.66","42.7","5.28","1.13","16.92","0.38","None"
"17-01-2024 08:00","17-01-2024 16:00","205.34","309.41","15.57","66.41","47.98","32.42","None","0.62","18.36","0.9","None"
"17-01-2024 00:00","17-01-2024 08:00","208.41","279.78","15.7","53.96","41.46","34.18","3.69","0.62","15.75","0.52","None"
"16-11-2024 16:00","17-11-2024 00:00","281.26","634.25","278.04","120.1","290.03","49.91","18.19","4.24","8.05","0.32","None"
"16-11-2024 08:00","16-11-2024 16:00","398.53","591.29","79.31","110.33","123.17","55.2","16.33","2.88","25.53","0.79","None"
"16-11-2024 00:00","16-11-2024 08:00","637.53","840.93","151.92","86.66","169.61","56.15","16.79","3.54","5.83","0.42","None"
"16-10-2024 16:00","17-10-2024 00:00","144.47","638.5","230.85","142.76","263.62","42.44","23.67","3.54","None","0.36","None"
"16-10-2024 08:00","16-10-2024 16:00","113.19","493.88","31.98","105.13","81.88","44.48","19.07","1.8","None","1.06","None"
"16-10-2024 00:00","16-10-2024 08:00","175.29","717.75","190.37","93.75","204.66","45.26","15.54","2.93","None","0.39","None"
"16-09-2024 16:00","17-09-2024 00:00","218.48","627.3","131.09","52.31","124.05","15","7.46","1.63","None","0.4","None"
"16-09-2024 08:00","16-09-2024 16:00","152.27","395.69","49.04","47.12","54.36","21.53","7.44","1.68","52.63","1.54","None"
"16-09-2024 00:00","16-09-2024 08:00","159.5","355.38","93.33","75.6","115.11","30.05","7.63","2.21","53.24","0.5","None"
"16-08-2024 16:00","17-08-2024 00:00","30.93","129.12","62.9","146.01","147.02","61.53","3.8","3.73","77.12","0.3","None"
"16-08-2024 08:00","16-08-2024 16:00","43.33","110.86","14.58","63.29","54.13","25.47","2.39","4.1","83.07","0.3","None"
"16-08-2024 00:00","16-08-2024 08:00","41.89","132.39","55.58","163.68","213.16","80.74","2.44","4.26","78.87","0.3","None"
"16-07-2024 16:00","17-07-2024 00:00","52.38","178.88","26.5","44.38","44.27","36.69","16.71","0.55","91.4","0.3","None"
"16-07-2024 08:00","16-07-2024 16:00","50.86","127.88","9.28","19.78","17.72","36.65","16.33","0.38","56.47","0.3","None"
"16-07-2024 00:00","16-07-2024 08:00","62.65","123.25","18.89","37.29","35.18","42.67","16.77","0.58","27.73","0.3","None"
"16-06-2024 16:00","17-06-2024 00:00","41.6","260.6","67.56","60.37","87.06","15.44","19.31","2.22","86.09","0.35","None"
"16-06-2024 08:00","16-06-2024 16:00","101","381","27.71","56.84","52.74","19.82","19.8","6.64","95.82","1.46","None"
"16-06-2024 00:00","16-06-2024 08:00","72.56","322.33","17.65","50.85","41.4","17.76","21.3","5.41","89.63","0.4","None"
"16-05-2024 16:00","17-05-2024 00:00","160.75","464.25","167.95","128.62","196.38","43.87","45.75","4.89","72.27","0.58","None"
"16-05-2024 08:00","16-05-2024 16:00","169.2","312.74","11.17","62.48","42.34","42.05","50.41","1.7","120.1","0.85","None"
"16-05-2024 00:00","16-05-2024 08:00","165.68","251.87","23.08","66.77","53.67","36.56","24.98","1.69","32.68","0.39","None"
"16-04-2024 16:00","17-04-2024 00:00","35.82","183.73","45.95","61.18","70.15","25.06","20.33","0.38","34","0.45","None"
"16-04-2024 08:00","16-04-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"16-04-2024 00:00","16-04-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"16-03-2024 16:00","17-03-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"16-03-2024 08:00","16-03-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"16-03-2024 00:00","16-03-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"16-02-2024 16:00","17-02-2024 00:00","79","389.5","183.95","160.6","234.93","23.74","21.9","3.59","19.9","0.32","None"
"16-02-2024 08:00","16-02-2024 16:00","173.44","340.67","43.35","104.04","90.59","58.47","24.27","1.47","22.44","0.37","None"
"16-02-2024 00:00","16-02-2024 08:00","135.44","291.19","137.92","117.82","174.83","28.79","17.57","1.29","18.08","0.3","None"
"16-01-2024 16:00","17-01-2024 00:00","298.89","420.72","19.31","78.14","57.26","45.71","3.85","1.41","15.6","0.9","None"
"16-01-2024 08:00","16-01-2024 16:00","284.47","384.84","24.59","86.96","66.26","49.5","None","4.96","16.94","1.28","None"
"16-01-2024 00:00","16-01-2024 08:00","303.06","424.28","105.06","75.32","125.48","58","2.5","5.95","25.53","0.37","None"
"15-11-2024 16:00","16-11-2024 00:00","232.75","457.12","85","94.85","119.57","46.56","13.16","2.63","7.34","0.44","None"
"15-11-2024 08:00","15-11-2024 16:00","445.38","620.38","74.36","103.49","115.51","51.1","5.14","2.83","19.55","0.89","None"
"15-11-2024 00:00","15-11-2024 08:00","526.86","723.12","114.31","89.73","140.67","60.75","12.03","4.03","7.5","0.46","None"
"15-10-2024 16:00","16-10-2024 00:00","144.73","565","192.1","115.99","217.86","40.64","12.46","3.03","None","0.46","None"
"15-10-2024 08:00","15-10-2024 16:00","111.38","455.81","45.38","87.32","83.34","44.07","11.53","1.78","None","1.05","None"
"15-10-2024 00:00","15-10-2024 08:00","163.62","677.17","179.78","79.16","188.29","43.67","12.35","2.88","None","0.53","None"
"15-09-2024 16:00","16-09-2024 00:00","133.96","375.33","62.72","52.17","78.67","23.61","7.49","2.03","53.75","0.66","None"
"15-09-2024 08:00","15-09-2024 16:00","60","183.4","51.58","51.91","67.26","22.29","7.27","1.66","60.6","1.17","None"
"15-09-2024 00:00","15-09-2024 08:00","74.33","153.32","58.06","39.56","74.72","28.81","7.55","1.96","93.26","0.63","None"
"15-08-2024 16:00","16-08-2024 00:00","39.5","146.62","34.83","43.22","50.1","21.95","4.44","4.43","81.3","0.3","None"
"15-08-2024 08:00","15-08-2024 16:00","37.71","88.43","9.95","46.74","45.99","40.43","3.41","3.96","84.52","0.3","None"
"15-08-2024 00:00","15-08-2024 08:00","42.23","94","25.21","87.95","93.54","40.49","4.49","3.63","76.95","0.3","None"
"15-07-2024 16:00","16-07-2024 00:00","52.81","177.16","22.91","48.44","44.37","42.19","17.29","0.8","28.69","0.3","None"
"15-07-2024 08:00","15-07-2024 16:00","47.62","142.38","17.59","38.89","34.96","38.67","16.69","0.54","29.46","0.3","None"
"15-07-2024 00:00","15-07-2024 08:00","71.25","161.88","8.72","37.77","27.18","45.87","16.82","0.59","28.17","0.3","None"
"15-06-2024 16:00","16-06-2024 00:00","54.5","318.25","23.33","59.83","50.8","21.26","17.94","5.44","98.83","0.84","None"
"15-06-2024 08:00","15-06-2024 16:00","53.5","353.6","22.65","47.27","43.55","16.94","16.68","5.25","109.78","2.43","None"
"15-06-2024 00:00","15-06-2024 08:00","38.67","171.83","12.4","52.33","37.92","23.72","18.08","5.22","None","0.42","None"
"15-05-2024 16:00","16-05-2024 00:00","162.12","331.88","122.11","130.14","165.38","32.32","43.25","2.77","99.26","0.8","None"
"15-05-2024 08:00","15-05-2024 16:00","163.5","374.25","30.34","82.81","68.73","38.69","38.52","1.99","117.49","0.52","None"
"15-05-2024 00:00","15-05-2024 08:00","200.45","574.71","324.04","115.84","329.92","43.73","27.43","4.38","10.35","0.3","None"
"15-04-2024 16:00","16-04-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"15-04-2024 08:00","15-04-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"15-04-2024 00:00","15-04-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"15-03-2024 16:00","16-03-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"15-03-2024 08:00","15-03-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"15-03-2024 00:00","15-03-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"15-02-2024 16:00","16-02-2024 00:00","141.42","380.87","162.28","153.21","213.35","36.58","12.46","2.05","19.52","0.34","None"
"15-02-2024 08:00","15-02-2024 16:00","138.25","299.93","47.31","101.99","92.66","45.51","14.11","0.42","20.21","0.48","None"
"15-02-2024 00:00","15-02-2024 08:00","147.16","352.03","124.73","112.45","161.22","34.95","5.21","0.65","18.57","0.3","None"
"15-01-2024 16:00","16-01-2024 00:00","279.88","520.91","174.51","140.88","216.83","39.95","12.89","5.97","15.48","0.31","None"
"15-01-2024 08:00","15-01-2024 16:00","203.31","364.84","60.31","107.2","106.08","34.02","36.54","4.8","27.24","0.43","None"
"15-01-2024 00:00","15-01-2024 08:00","232.53","332.12","42.13","57.8","64.29","37.83","22.68","4.61","27.63","0.3","None"
"14-11-2024 16:00","15-11-2024 00:00","235.77","602","287.46","100.62","313.03","50.98","21.08","4.68","12.79","0.44","None"
"14-11-2024 08:00","14-11-2024 16:00","317.38","476.32","32.45","84.51","71.33","44.94","10.31","3.31","30.16","1.25","None"
"14-11-2024 00:00","14-11-2024 08:00","419.38","572.25","61.85","86.94","96.52","55.77","12.19","3.14","21.72","0.88","None"
"14-10-2024 16:00","15-10-2024 00:00","131.62","655.4","213.4","107.58","238.35","36.5","6.48","2.78","None","0.42","None"
"14-10-2024 08:00","14-10-2024 16:00","181.71","461.43","37.01","92.64","91.95","38.73","10.01","1.97","None","0.96","None"
"14-10-2024 00:00","14-10-2024 08:00","332.75","711","234.99","98.86","266.81","29.24","21.41","3.74","178.79","0.31","None"
"14-09-2024 16:00","15-09-2024 00:00","57","144.67","24.52","38.06","40.74","13.81","7.53","1.83","50.45","1.41","None"
"14-09-2024 08:00","14-09-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"14-09-2024 00:00","14-09-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"14-08-2024 16:00","15-08-2024 00:00","41","121.75","29.52","55.61","51.05","28.59","6.56","0.97","74.54","0.3","None"
"14-08-2024 08:00","14-08-2024 16:00","57.93","147.33","19.61","72.24","62.53","26.37","5.81","0.62","78.22","0.3","None"
"14-08-2024 00:00","14-08-2024 08:00","55.5","110.62","38.95","77.82","81.98","22.83","6.22","0.92","78.5","0.3","None"
"14-07-2024 16:00","15-07-2024 00:00","56.55","157.12","7.91","40.92","27.76","42.57","16.95","0.65","30.61","0.3","None"
"14-07-2024 08:00","14-07-2024 16:00","62.48","150.5","8.44","36.5","25.98","45.67","16.97","0.66","30.17","0.3","None"
"14-07-2024 00:00","14-07-2024 08:00","57.75","192.12","34.76","53.11","56.5","41.62","17.29","0.8","28.42","0.3","None"
"14-06-2024 16:00","15-06-2024 00:00","57.38","374.33","12.52","59.29","41.73","24.14","19.03","5.12","96.84","1.66","None"
"14-06-2024 08:00","14-06-2024 16:00","77.78","537.81","19.21","50.68","42.57","18.76","20.6","5.15","99.44","2.16","None"
"14-06-2024 00:00","14-06-2024 08:00","71","251","18","59.62","46.36","23.76","19.94","4.9","89.67","0.78","None"
"14-05-2024 16:00","15-05-2024 00:00","100.33","357.2","142.62","109.93","182.26","25.68","13.22","3.36","45.46","0.33","None"
"14-05-2024 08:00","14-05-2024 16:00","115.9","275.62","28.82","82.68","67.56","38.01","14.09","1.96","113.94","0.57","None"
"14-05-2024 00:00","14-05-2024 08:00","137.12","421.62","238.18","109.23","251.76","34.01","11.47","3.58","9.49","0.3","None"
"14-04-2024 16:00","15-04-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"14-04-2024 08:00","14-04-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"14-04-2024 00:00","14-04-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"14-03-2024 16:00","15-03-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"14-03-2024 08:00","14-03-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"14-03-2024 00:00","14-03-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"14-02-2024 16:00","15-02-2024 00:00","166.32","422.77","170.52","153.31","220.19","43.56","6.94","1.64","19.4","0.3","None"
"14-02-2024 08:00","14-02-2024 16:00","198.31","376.03","39.12","101.09","85.56","63.17","10.9","0.56","20.28","0.34","None"
"14-02-2024 00:00","14-02-2024 08:00","269.16","467.66","153.21","114.85","185.63","47.27","5.43","2.06","18.94","0.3","None"
"14-01-2024 16:00","15-01-2024 00:00","366.31","573.28","91.32","134.29","151.85","27.1","18.18","6.23","28.04","0.3","None"
"14-01-2024 08:00","14-01-2024 16:00","378.44","577.22","57.7","109.67","105.16","38.08","27.43","4.28","28.65","0.36","None"
"14-01-2024 00:00","14-01-2024 08:00","320.23","571.35","138.18","73.1","151.25","57.02","18.82","4.19","27.86","0.4","None"
"13-11-2024 16:00","14-11-2024 00:00","317.75","576.38","118.11","101.25","149.88","47.88","13.63","3.74","10.35","0.6","None"
"13-11-2024 08:00","13-11-2024 16:00","458.83","648","51.48","86.7","87.98","53.69","12.06","3.17","17.26","0.91","None"
"13-11-2024 00:00","13-11-2024 08:00","754.25","862","39.5","75.7","72.39","59.39","10.93","3.5","7.06","0.72","None"
"13-10-2024 16:00","14-10-2024 00:00","119.67","420.67","202.67","98.89","231.42","22.88","16.54","3.33","54.99","0.37","None"
"13-10-2024 08:00","13-10-2024 16:00","133.13","435.12","22.74","78.9","77.15","26.28","16.12","1.85","65.13","1.04","None"
"13-10-2024 00:00","13-10-2024 08:00","262.88","864.33","269.56","67.41","255.02","23.39","18.71","4.43","53.64","0.35","None"
"13-09-2024 16:00","14-09-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"13-09-2024 08:00","13-09-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"13-09-2024 00:00","13-09-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"13-08-2024 16:00","14-08-2024 00:00","55.67","100.62","48.22","134.78","154.83","61.63","18.45","1.29","80.07","0.3","None"
"13-08-2024 08:00","13-08-2024 16:00","36.97","87.88","25.9","54.62","46.03","27.37","25.61","0.86","66.01","0.3","None"
"13-08-2024 00:00","13-08-2024 08:00","46.07","69.89","34.11","109.86","108.96","58.84","28.5","0.23","50.49","0.3","None"
"13-07-2024 16:00","14-07-2024 00:00","55.1","169.75","21.26","62.36","49.9","29.84","17.48","0.88","32.67","0.3","None"
"13-07-2024 08:00","13-07-2024 16:00","43.75","117.62","12.55","50.82","36.88","27.81","17.09","0.72","32.88","0.3","None"
"13-07-2024 00:00","13-07-2024 08:00","79.81","296.14","64.32","42.78","75.04","32.11","17.89","1.06","32.83","0.3","None"
"13-06-2024 16:00","14-06-2024 00:00","78.61","250","17.81","74.98","54.36","28.98","7.88","5.33","109.46","0.67","None"
"13-06-2024 08:00","13-06-2024 16:00","45.37","277.26","7.35","49.06","32.05","18.41","6.08","4.99","124.98","1.58","None"
"13-06-2024 00:00","13-06-2024 08:00","146","550","None","None","None","None","None","None","None","None","None"
"13-05-2024 16:00","14-05-2024 00:00","97.43","341.38","126.59","111.51","170.37","23.67","29.08","3.18","50.77","0.46","None"
"13-05-2024 08:00","13-05-2024 16:00","108.15","288.15","24.39","82.25","63.54","35.94","33.86","2.12","109.56","0.6","None"
"13-05-2024 00:00","13-05-2024 08:00","174.62","385.38","87.04","95.71","121.67","35.63","57.48","2.77","53.67","0.31","None"
